Country,Category,Location,Impact,Units,Reference,Value
Missouri,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,34.48
Missouri,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,43.18
Missouri,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,49.96
Missouri,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,948.44
Missouri,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,903.77
Missouri,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,711.14
Missouri,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,731.13
Missouri,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
Missouri,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,12.01
Missouri,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,27.64
Missouri,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,6.08
Missouri,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
Montana,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"7,345.03"
Montana,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"6,868.91"
Montana,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"3,606.62"
Montana,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"6,574.80"
Montana,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,10.44
Montana,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,455.07"
Montana,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,349.00"
Montana,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,333.04"
Montana,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,229.10"
Montana,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,28.25
Montana,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,203.51"
Montana,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,060.67"
Montana,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,081.99"
Montana,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"1,972.44"
Montana,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,22.90
Montana,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,39.22
Montana,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,39.07
Montana,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,25.86
Montana,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,37.78
Montana,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,34.68
Montana,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,778.23
Montana,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,734.62
Montana,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,475.16
Montana,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,630.55
Montana,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
Montana,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,16.69
Montana,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,9.34
Montana,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,4.23
Montana,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
Nebraska,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"10,386.25"
Nebraska,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"8,030.18"
Nebraska,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"3,726.31"
Nebraska,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"8,270.74"
Nebraska,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,12.86
Nebraska,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"3,494.91"
Nebraska,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,759.03"
Nebraska,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,372.55"
Nebraska,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,809.80"
Nebraska,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,32.21
Nebraska,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"3,115.87"
Nebraska,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,409.05"
Nebraska,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,117.89"
Nebraska,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,481.22"
Nebraska,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,30.11
Nebraska,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,55.96
Nebraska,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,45.47
Nebraska,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,26.47
Nebraska,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,46.94
Nebraska,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,42.74
Nebraska,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,109.89"
Nebraska,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,874.74
Nebraska,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,514.34
Nebraska,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,796.29
Nebraska,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
Nebraska,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,14.53
Nebraska,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,15.50
Nebraska,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,5.21
Nebraska,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
Nevada,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"8,626.67"
Nevada,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"8,123.04"
Nevada,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"4,449.49"
Nevada,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"7,678.35"
Nevada,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,13.39
Nevada,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"2,920.80"
Nevada,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"2,812.61"
Nevada,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,628.77"
Nevada,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"2,626.11"
Nevada,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,32.80
Nevada,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,588.00"
Nevada,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,436.91"
Nevada,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,334.85"
Nevada,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,303.50"
Nevada,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,32.07
Nevada,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,46.57
Nevada,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,46.23
Nevada,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,30.28
Nevada,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,43.94
Nevada,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,44.51
Nevada,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,942.70
Nevada,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,898.90
Nevada,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,589.74
Nevada,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,746.52
Nevada,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
Nevada,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,14.59
Nevada,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,15.92
Nevada,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,5.42
Nevada,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
New Hampshire,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"14,345.05"
New Hampshire,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"11,431.36"
New Hampshire,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"10,264.73"
New Hampshire,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"11,291.64"
New Hampshire,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,21.31
New Hampshire,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"5,766.58"
New Hampshire,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"4,689.77"
New Hampshire,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"4,438.91"
New Hampshire,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"4,544.41"
New Hampshire,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,42.43
New Hampshire,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"4,303.51"
New Hampshire,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"3,429.41"
New Hampshire,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"3,079.42"
New Hampshire,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"3,387.49"
New Hampshire,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,61.80
New Hampshire,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,76.11
New Hampshire,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,62.63
New Hampshire,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,58.09
New Hampshire,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,61.75
New Hampshire,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,70.82
New Hampshire,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,713.80"
New Hampshire,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,414.67"
New Hampshire,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"1,347.62"
New Hampshire,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"1,216.88"
New Hampshire,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
New Hampshire,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,12.40
New Hampshire,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,35.09
New Hampshire,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,8.60
New Hampshire,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
New Jersey,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"9,907.25"
New Jersey,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"9,317.51"
New Jersey,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"6,000.55"
New Jersey,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"9,061.13"
New Jersey,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,30.43
New Jersey,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"3,351.05"
New Jersey,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"3,210.96"
New Jersey,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"2,150.52"
New Jersey,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"3,083.75"
New Jersey,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,52.82
New Jersey,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"2,972.18"
New Jersey,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,795.25"
New Jersey,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,800.17"
New Jersey,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,718.34"
New Jersey,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,99.06
New Jersey,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,53.52
New Jersey,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,52.71
New Jersey,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,38.13
New Jersey,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,51.32
New Jersey,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,101.12
New Jersey,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,232.43"
New Jersey,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,182.48"
New Jersey,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,903.35
New Jersey,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,878.02
New Jersey,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
New Jersey,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,9.98
New Jersey,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,79.74
New Jersey,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,12.26
New Jersey,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
New Mexico,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"10,309.97"
New Mexico,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"9,186.36"
New Mexico,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"4,348.11"
New Mexico,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"8,742.79"
New Mexico,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,10.77
New Mexico,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"3,670.61"
New Mexico,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"3,182.27"
New Mexico,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"1,620.02"
New Mexico,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"3,033.98"
New Mexico,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,29.62
New Mexico,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"3,092.99"
New Mexico,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"2,755.91"
New Mexico,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,304.43"
New Mexico,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"2,622.84"
New Mexico,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,22.91
New Mexico,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,54.45
New Mexico,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,51.22
New Mexico,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,29.34
New Mexico,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,48.79
New Mexico,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,35.77
New Mexico,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,116.72"
New Mexico,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,985.40
New Mexico,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,569.59
New Mexico,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,852.02
New Mexico,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
New Mexico,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,14.49
New Mexico,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,13.30
New Mexico,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,4.36
New Mexico,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
New York,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"32,393.66"
New York,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"32,759.70"
New York,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,198.14"
New York,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"30,822.75"
New York,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,20.12
New York,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"11,282.47"
New York,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"12,900.44"
New York,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"6,652.77"
New York,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"10,750.38"
New York,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,41.97
New York,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"9,718.10"
New York,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"9,827.91"
New York,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"5,759.44"
New York,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"9,246.82"
New York,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,55.28
New York,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,176.71
New York,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,230.65
New York,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,114.42
New York,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,182.95
New York,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,66.86
New York,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"3,428.40"
New York,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"3,719.83"
New York,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,"2,051.91"
New York,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"3,102.12"
New York,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
New York,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,11.56
New York,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,39.18
New York,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,8.12
New York,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
North Carolina,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"13,340.66"
North Carolina,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"12,201.07"
North Carolina,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"5,692.71"
North Carolina,PM2.5,Transport,Primary Health,/metric ton,Air Pollution_PM2.5_Transport_Primary Health,"11,068.09"
North Carolina,PM2.5,N/A for PM2.5,Visibility,/metric ton,Air Pollution_PM2.5_N/A for PM2.5_Visibility,11.13
North Carolina,SOx,Urban,Primary Health,/metric ton,Air Pollution_SOx_Urban_Primary Health,"4,511.82"
North Carolina,SOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_SOx_Peri-Urban_Primary Health,"4,232.47"
North Carolina,SOx,Rural,Primary Health,/metric ton,Air Pollution_SOx_Rural_Primary Health,"2,031.62"
North Carolina,SOx,Transport,Primary Health,/metric ton,Air Pollution_SOx_Transport_Primary Health,"3,777.79"
North Carolina,SOx,N/A for SOx,Visibility,/metric ton,Air Pollution_SOx_N/A for SOx_Visibility,29.48
North Carolina,NH3,Urban,Primary Health,/metric ton,Air Pollution_NH3_Urban_Primary Health,"4,002.20"
North Carolina,NH3,Peri-Urban,Primary Health,/metric ton,Air Pollution_NH3_Peri-Urban_Primary Health,"3,660.32"
North Carolina,NH3,Rural,Primary Health,/metric ton,Air Pollution_NH3_Rural_Primary Health,"1,707.81"
North Carolina,NH3,Transport,Primary Health,/metric ton,Air Pollution_NH3_Transport_Primary Health,"3,320.43"
North Carolina,NH3,N/A for NH3,Visibility,/metric ton,Air Pollution_NH3_N/A for NH3_Visibility,24.83
North Carolina,PM10,Urban,Primary Health,/metric ton,Air Pollution_PM10_Urban_Primary Health,72.03
North Carolina,PM10,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM10_Peri-Urban_Primary Health,68.42
North Carolina,PM10,Rural,Primary Health,/metric ton,Air Pollution_PM10_Rural_Primary Health,36.38
North Carolina,PM10,Transport,Primary Health,/metric ton,Air Pollution_PM10_Transport_Primary Health,61.88
North Carolina,PM10,N/A for PM10,Visibility,/metric ton,Air Pollution_PM10_N/A for PM10_Visibility,36.98
North Carolina,NOx,Urban,Primary Health,/metric ton,Air Pollution_NOx_Urban_Primary Health,"1,385.90"
North Carolina,NOx,Peri-Urban,Primary Health,/metric ton,Air Pollution_NOx_Peri-Urban_Primary Health,"1,289.44"
North Carolina,NOx,Rural,Primary Health,/metric ton,Air Pollution_NOx_Rural_Primary Health,685.53
North Carolina,NOx,Transport,Primary Health,/metric ton,Air Pollution_NOx_Transport_Primary Health,"1,082.34"
North Carolina,NOx,N/A for NOx,Agriculture,/metric ton,Air Pollution_NOx_N/A for NOx_Agriculture,41.85
North Carolina,NOx,N/A for NOx,Visibility,/metric ton,Air Pollution_NOx_N/A for NOx_Visibility,15.83
North Carolina,VOC,N/A for VOC,Secondary Health,/metric ton,Air Pollution_VOC_N/A for VOC_Secondary Health,11.18
North Carolina,VOC,N/A for VOC,Visibility,/metric ton,Air Pollution_VOC_N/A for VOC_Visibility,4.51
North Carolina,VOC,N/A for VOC,Agriculture,/metric ton,Air Pollution_VOC_N/A for VOC_Agriculture,21.65
North Dakota,PM2.5,Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Urban_Primary Health,"37,269.46"
North Dakota,PM2.5,Peri-Urban,Primary Health,/metric ton,Air Pollution_PM2.5_Peri-Urban_Primary Health,"33,111.08"
North Dakota,PM2.5,Rural,Primary Health,/metric ton,Air Pollution_PM2.5_Rural_Primary Health,"19,926.81"
